question_id,doc_id,question_type,difficulty,question,gold_answer,evidence,expected_behavior
HF011,DNF-2927810,condition,medium,"트리니티 랭킹 시즌이 변경될 때 캐릭터별 최고기록은 어떻게 처리되도록 수정되는가?","트리니티 랭킹 시즌이 변경될 때 캐릭터별 최고기록도 초기화되도록 수정된다.","트리니티 랭킹 시즌이 변경될 때, 캐릭터별 최고기록도 초기화 되도록 수정됩니다.","시즌 변경 조건과 최고기록 처리 방식을 답한다."
HF012,DNF-2927810,fact,medium,"장비 시뮬레이터에서 피 폭발 오브젝트 쿨타임 문제가 수정된 대상 장비는 무엇인가?","미완성 셀레스티얼 건틀릿, 미완성 코스믹 건틀릿, 검은 질병의 미완성 코스믹 건틀릿이 대상이다.","장비 시뮬레이터에서 피 폭발 오브젝트의 쿨타임이 잘못 적용되어 있는 현상이 수정됩니다. / 미완성 셀레스티얼 건틀릿 / 미완성 코스믹 건틀릿 / 검은 질병의 미완성 코스믹 건틀릿","수정 대상 장비 세 가지를 모두 답한다."
HF013,DNF-2927522,fact,easy,"세리아의 환영 일부 구성품 툴팁에는 어떤 안내가 추가되는가?","6월 4일 업데이트 예정인 신규 캐릭터/전직 관련 안내가 추가된다.","세리아의 환영 - 일부 구성품 툴팁에 6월 4일 업데이트 예정인 신규 캐릭터/전직 관련 안내가 추가됩니다.","추가 안내의 날짜와 대상 정보를 답한다."
HF014,DNF-2927522,condition,easy,"천해를 품은 하늘 / 계시 던전의 일반 몬스터는 어떤 방식으로 타격하기 쉽게 수정되는가?","일반 몬스터의 피격 박스를 확대해 타격하기 쉽게 수정된다.","천해를 품은 하늘 / 계시 : 천해를 품은 하늘 던전 - 일반 몬스터의 피격 박스 확대를 통해, 타격하기 쉽게 수정됩니다.","대상 던전과 수정 방식을 답한다."
HF015,DNF-2927522,condition,easy,"역설의 미궁 던전에서 유물 사용 중 후퇴 버튼을 누르면 무엇이 출력되도록 바뀌는가?","유물 사용 중 후퇴 버튼을 클릭하면 후퇴 확인창이 출력되도록 변경된다.","역설의 미궁 던전 - 유물 사용 중 [후퇴] 버튼을 클릭 시, 후퇴 확인창이 출력되도록 변경됩니다.","조건과 출력되는 창을 답한다."
HF016,DNF-2927522,fact,easy,"5/28 업데이트에서 UI 탭 타이틀은 무엇이 조정되는가?","UI 탭 타이틀의 색상이 조정된다.","UI - 탭 타이틀의 색상이 조정됩니다.","조정되는 UI 요소와 속성을 답한다."
HF017,DNF-2927522,fact,easy,"5/28 추가 변경으로 게임 실행 런처에는 어떤 개선이 들어가는가?","게임 실행 런처의 디자인이 추가 개선된다.","(추가) 게임 실행 런처의 디자인이 추가 개선됩니다.","대상과 개선 내용을 답한다."
HF018,DNF-2927522,condition,medium,"아포칼립스 안티엔바이와 미의 여신 베누스에서 임무 포기 시 어떤 파티 상태 문제가 수정되는가?","임무 포기 시 파티 상태가 진행중으로 표시되어 파티 가입이 불가한 현상이 수정된다.","아포칼립스 : 안티엔바이, 미의 여신 베누스 - 임무 포기 시 파티 상태가 진행중으로 표시되어 파티 가입이 불가한 현상이 수정됩니다.","대상 콘텐츠와 수정된 파티 상태 문제를 답한다."
HF019,DNF-2927399,fact,easy,"몬스터 도감 보상 '대두 아바타 상자'에는 어떤 아바타가 추가되는가?","대두 아바타 상자에 제국기사 아바타가 추가된다.","몬스터 도감 보상 '대두 아바타 상자' 내 제국기사 아바타가 추가됩니다.","보상 상자명과 추가 아바타를 답한다."
HF020,DNF-2927399,fact,easy,"장비 도감 내 무기 수집 관련 항목에는 어떤 타입 무기가 추가되는가?","장비 도감 내 무기 수집 관련 항목으로 앵커 타입 무기가 추가된다.","장비 도감 내 무기 수집 관련 항목으로 '앵커' 타입 무기가 추가됩니다.","추가되는 무기 타입을 답한다."
HF021,DNF-2927399,fact,easy,"아포칼립스 안티엔바이에는 어떤 3단계 난이도가 추가되는가?","아포칼립스 안티엔바이 3단계 난이도 '필사의 저지'가 추가된다.","< 아포칼립스 : 안티엔바이 > 3단계 난이도 '필사의 저지'가 추가됩니다.","콘텐츠명과 추가 난이도명을 답한다."
HF022,DNF-2927399,condition,medium,"아포칼립스 난이도를 변경하려면 어떤 절차로만 선택할 수 있는가?","난이도 변경은 임무 포기 후 아포칼립스 시작을 통해서만 선택할 수 있다.","난이도 변경은 '임무 포기' 후 '아포칼립스 시작'을 통해서만 난이도를 선택 할 수 있습니다.","필요 절차 두 단계를 답한다."
HF023,DNF-2927399,condition,medium,"필사의 저지에서 자유로운 이카를 게이트 폐쇄 전에 처치하면 어떤 경로가 추가되는가?","중간보스를 생략할 수 있는 게이트가 열리고, 필사의 저지 난이도에서는 종말의 칼날 로페즈와 즉시 조우 가능한 경로가 추가된다.","게이트 폐쇄 전 '자유로운 이카'를 처치하면, 중간보스를 생략할 수 있는 게이트가 열려 원하는 경로를 선택하여 진행할 수 있으며, 필사의 저지 난이도에서는 '종말의 칼날 로페즈'와 즉시 조우 가능한 경로가 추가됩니다.","처치 조건과 추가 경로를 함께 답한다."
HF024,DNF-2927399,comparison,medium,"3단계 필사의 저지에서는 추가 게이트 때문에 총 몇 개의 게이트를 생략할 수 있는가?","1개의 게이트가 추가되어 총 3개의 게이트를 생략할 수 있다.","3단계 필사의 저지에서는 1개의 게이트가 추가되어, 총 3개의 게이트를 생략할 수 있게 됩니다.","추가 게이트 수와 총 생략 가능 게이트 수를 답한다."
HF025,DNF-2927399,condition,medium,"필사의 저지 난이도에서 어떤 몬스터 클리어 시 각각 몇 퍼센트 데미지 증가 보너스를 얻는가?","정직한 픽툼, 눈물짓는 블리스, 소코르스 클리어 시 각각 5% 데미지 증가 보너스를 획득한다.","3단계 필사의 저지 난이도에서는 '정직한 픽툼'과 '눈물짓는 블리스'와 추가로 '소코르스' 클리어 시 각각 5% 데미지 증가 보너스를 획득합니다.","대상 몬스터 세 명과 보너스 수치를 모두 답한다."
